index,SettlementPeriod,Real_Prices,Predictor_1,Predictor_2,Predictor_3,Predictor_4,Predictor_5,Predictor_6,Predictor_7,Predictor_8,Predictor_9,Predictor_10,Predictor_11,Predictor_12
7335,5/2/2020 18:30,10.31,18.64,-3.732,-96.15,19.34,0.542674,34.95,2433.053,-15,556.272,2217,26.76,-813
7336,5/2/2020 19:00,13.29,30.7,9.662,-44.7,19.34,0.542674,34.95,2286.223,118,557.815,2183,26.76,-814
7337,5/2/2020 19:30,0.49,29.97,18.875,-61.8,19.34,0.542674,34,2216.173,199,561.28,2167,25,-813
7338,5/2/2020 20:00,11.93,23.52,10.854,20.65,19.34,0.542674,34,2075.443,349,565.936,2161,25,-813
7339,5/2/2020 20:30,12.18,31.43,12.491,189.2,19.34,0.542674,33.23,2051.843,371,543.301,2670,22.22,-813
7340,5/2/2020 21:00,13.68,31.13,19.592,225.95,19.34,0.542674,33.23,2050.843,385,551.487,2697,22.22,-813
7341,5/2/2020 21:30,13.78,23.69,36.033,216.35,19.34,0.542674,30.32,2051.633,230,559.525,2672,21,-820
7342,5/2/2020 22:00,22.83,33.26,50.315,96,19.34,0.542674,30.32,2434.083,80,555.567,2678,21,-620
7343,5/2/2020 22:30,27.06,31.61,35.25,98.8,19.34,0.542674,32.4,2357.943,175,554.415,2749,19.45,-392
7344,5/2/2020 23:00,27.79,32.09,32.776,10.8,19.34,0.542674,32.4,2248.643,326,547.888,2868,19.45,-386
7345,5/2/2020 23:30,20.05,32.57,16.685,34.1,19.34,0.542674,26,2358.263,486,541.319,2988,23.05,-415
7346,5/3/2020 0:00,13.54,35.94,27.842,9.65,19.34,0.550638,26,2582.003,278,532.511,3138,23.05,-322
7347,5/3/2020 0:30,14.87,36.59,33.872,-32.75,19.34,0.550638,19.56,2884.293,143,524.596,3283,28.99,-411
7348,5/3/2020 1:00,44.62,26.86,9.264,-71.15,19.34,0.550638,19.56,2889.403,0,526.263,3424,28.99,-442
7349,5/3/2020 1:30,30.63,26.51,12.828,-60.55,19.34,0.550638,18.76,2894.143,422,527.216,2852,32,-141
7350,5/3/2020 2:00,19.97,21.49,18.254,-39.5,19.34,0.550638,18.76,2919.433,145,529.123,2955,32,15
7351,5/3/2020 2:30,33.65,27.18,20.979,15.9,19.34,0.550638,17.95,2988.963,203,477.878,3042,34,-166
7352,5/3/2020 3:00,30.84,26.65,27.197,51.9,19.34,0.550638,17.95,2999.723,126,475.907,3117,34,-53
7353,5/3/2020 3:30,39.98,29.03,25.787,50.4,19.34,0.550638,17.43,3139.473,486,471.475,3186,37.52,-16
7354,5/3/2020 4:00,59.74,30.9,22.1,90.45,19.34,0.550638,17.43,3133.563,0,474.316,3278,37.52,17
7355,5/3/2020 4:30,80.19,31.14,23.604,68.35,19.34,0.550638,17.58,3133.873,10,474.464,3321,35.17,67
7356,5/3/2020 5:00,49.07,25.9,24.502,44.4,19.34,0.550638,17.58,3059.783,41,470.155,3310,35.17,131
7357,5/3/2020 5:30,66.21,14.75,18.411,83.05,19.34,0.550638,18.42,3053.333,73,464.471,3254,29.31,200
7358,5/3/2020 6:00,29.39,17.24,18.137,105.6,19.34,0.550638,18.42,2911.303,79,457.374,3206,29.31,253
7359,5/3/2020 6:30,38.04,17.29,20.967,122.75,19.34,0.550638,19.56,2928.913,48,451.064,3172,32.36,360
7360,5/3/2020 7:00,50.71,17.72,19.161,104.1,19.34,0.550638,19.56,2981.013,395,452.303,3159,32.36,276
7361,5/3/2020 7:30,40.54,29.46,17.544,98.1,19.34,0.550638,25.07,3165.973,245,388.944,3177,37.15,389
7362,5/3/2020 8:00,84.63,66.69,10.524,138.25,19.34,0.550638,25.07,3268.253,95,410.8,3212,37.15,564
7363,5/3/2020 8:30,50.7,244.9,6.716,234.4,19.34,0.550638,31.22,3349.493,108,352.752,3329,40.97,830
7364,5/3/2020 9:00,68.34,19.72,1.645,244.55,19.34,0.550638,31.22,3380.553,133,373.815,3419,40.97,950
7365,5/3/2020 9:30,50.82,14.35,-7.088,204.8,19.34,0.550638,32.7,3404.083,169,394.357,3449,43,787
7366,5/3/2020 10:00,23.28,15.86,-15.236,147.25,19.34,0.550638,32.7,3405.513,268,422.083,3407,43,577
7367,5/3/2020 10:30,43.81,16.14,-8.999,113.9,19.34,0.550638,36.37,3375.583,145,448.423,3333,41.33,379
7368,5/3/2020 11:00,12.87,18.07,-4.395,127.1,19.34,0.550638,36.37,3347.743,105,463.97,3234,41.33,555
7369,5/3/2020 11:30,-3.34,40.14,10.2,124.95,19.34,0.550638,38.69,3355.093,104,478.401,3166,40,661
7370,5/3/2020 12:00,0.71,72.28,5.294,123.65,19.34,0.550638,38.69,3324.413,0,487.375,3166,40,644
7371,5/3/2020 12:30,25.26,15.73,-15.935,124.2,19.34,0.550638,34.84,3300.793,0,494.66,3127,40,563
7372,5/3/2020 13:00,7.03,18.55,-8.433,123,19.34,0.550638,34.84,3180.503,179,499.331,3103,40,490
7373,5/3/2020 13:30,-0.23,17.19,-9.928,114.75,19.34,0.550638,31.4,3137.103,174,503.15,2965,31.3,446
7374,5/3/2020 14:00,-3.9,49.14,2.668,114.8,19.34,0.550638,31.4,3113.213,89,503.17,2894,31.3,445
7375,5/3/2020 14:30,9.34,70.62,23.268,91.15,19.34,0.550638,28.17,2983.683,205,506.038,2718,29.65,486
7376,5/3/2020 15:00,38.22,55.31,12.61,88.3,19.34,0.550638,28.17,2608.643,-95,496.877,2601,29.65,500
7377,5/3/2020 15:30,70.19,84.52,14.123,102,19.34,0.550638,36.34,2922.343,-329,487.967,2538,28.37,447
7378,5/3/2020 16:00,39.6,30.82,0,97.85,19.34,0.550638,36.34,2898.483,-374,487.257,2502,28.37,545
7379,5/3/2020 16:30,41.55,46.22,10.207,108.5,19.34,0.550638,36,2899.723,-150,487.619,2421,25.1,676
7380,5/3/2020 17:00,53.88,51.53,7.734,122,19.34,0.550638,36,2710.703,-158,483.112,2360,25.1,491
7381,5/3/2020 17:30,46.01,46.65,1.629,141.95,19.34,0.550638,41.02,2641.673,-120,479.35,2305,24,316
7382,5/3/2020 18:00,40.16,64.99,8.482,144.9,19.34,0.550638,41.02,2523.043,-82,492.868,2259,24,378
7383,5/3/2020 18:30,49.74,52.99,12.692,102.9,19.34,0.550638,41.53,2422.133,-99,506.823,2217,20.83,542
7384,5/3/2020 19:00,61.31,38.22,9.183,93.7,19.34,0.550638,41.53,2422.003,-72,535.389,2183,20.83,424
7385,5/3/2020 19:30,49.17,29.97,8.411,136.3,19.34,0.550638,41.03,2618.023,-201,563.961,2167,19.75,318
7386,5/3/2020 20:00,44.82,36.86,11.666,146.75,19.34,0.550638,41.03,2574.673,-308,611.48,2161,19.75,239
7387,5/3/2020 20:30,48.1,68.68,20.624,115.8,19.34,0.550638,39.39,2654.063,-398,606.318,2676,21.75,160
7388,5/3/2020 21:00,40.9,48.85,15.817,108.5,19.34,0.550638,39.39,2653.033,0,656.451,2710,21.75,86
7389,5/3/2020 21:30,46.53,30.49,12.387,89.85,19.34,0.550638,34.63,2582.313,0,706.455,2703,18.77,17
7390,5/3/2020 22:00,46.36,47.36,13.161,64.35,19.34,0.550638,34.63,2597.053,0,750.817,2734,18.77,88
7391,5/3/2020 22:30,24.95,51.15,7.073,27.2,19.34,0.550638,38.11,2844.933,0,796.861,2855,25,92
7392,5/3/2020 23:00,36.63,22.09,-2.794,-24.85,19.34,0.550638,38.11,2856.343,0,826.226,3007,25,30
7393,5/3/2020 23:30,50.25,27.28,-1.716,5.65,19.34,0.550638,32.72,3101.373,0,855.607,3145,32.24,-38
7394,5/4/2020 0:00,99.13,15.47,-10.759,76.7,19.72,0.536986,32.72,3194.743,0,865.314,3319,32.24,-16
7395,5/4/2020 0:30,70.64,20.52,-3.728,171.8,19.72,0.536986,31.3,3315.923,0,876.477,3467,34.06,-15
7396,5/4/2020 1:00,56.79,28.98,2.131,274.85,19.72,0.536986,31.3,3312.573,0,949.309,3588,34.06,140
7397,5/4/2020 1:30,83.29,25.2,6.01,296.35,19.72,0.536986,29.06,3310.023,0,1021.716,2852,34.06,298
7398,5/4/2020 2:00,31.95,27.75,0.705,308.45,19.72,0.536986,29.06,3307.173,-250,1134.496,2955,34.06,161
7399,5/4/2020 2:30,69.44,23.79,0.773,294.95,19.72,0.536986,26.76,3334.253,0,1195.615,3042,32.24,18
7400,5/4/2020 3:00,42.47,12.6,-4.878,248.6,19.72,0.536986,26.76,3254.383,0,1263.168,3117,32.24,-55
7401,5/4/2020 3:30,20.08,12.47,-13.883,243.75,19.72,0.536986,25,3395.163,0,1329.323,3186,30,-35
7402,5/4/2020 4:00,44.27,10.79,-13.595,258.55,19.72,0.536986,25,3392.113,0,1386.841,3278,30,-15
7403,5/4/2020 4:30,24.13,10.31,-14.908,288,19.72,0.536986,22.22,3381.823,0,1443.438,3321,26.76,67
7404,5/4/2020 5:00,15.41,13.29,-15.495,324.3,19.72,0.536986,22.22,3366.313,-400,1491.638,3310,26.76,196
7405,5/4/2020 5:30,14.98,0.49,-7.954,358.95,19.72,0.536986,21,3352.443,-357,1540.343,3254,21.9,340
7406,5/4/2020 6:00,10.09,11.93,-7.164,365.05,19.72,0.536986,21,2892.023,-356,1618.8,3206,21.9,365
7407,5/4/2020 6:30,14.59,12.18,-9.445,407.1,19.72,0.536986,19.45,2699.263,-341,1696.21,3172,18.11,383
7408,5/4/2020 7:00,17.37,13.68,-7.295,330.6,19.72,0.536986,19.45,2593.693,-358,1772.144,3159,18.11,234
7409,5/4/2020 7:30,21.98,13.78,-10.584,238.55,19.72,0.536986,23.05,2546.993,-814,1847.49,3177,17.29,-19
7410,5/4/2020 8:00,15.11,22.83,-5.928,301.1,19.72,0.536986,23.05,2694.793,-321,1921.821,3212,17.29,172
7411,5/4/2020 8:30,15.19,27.06,4.584,340.65,19.72,0.536986,28.99,2826.363,0,1980.562,3329,20.6,328
7412,5/4/2020 9:00,18.87,27.79,5.43,223.95,19.72,0.536986,28.99,2827.653,0,2056.599,3419,20.6,482
7413,5/4/2020 9:30,16.64,20.05,-5.458,218.85,19.72,0.536986,32,2899.593,0,2131.142,3449,20.6,725
7414,5/4/2020 10:00,14.77,13.54,-19.607,157.1,19.72,0.536986,32,2827.903,0,2197.393,3407,20.6,553
7415,5/4/2020 10:30,9.89,14.87,-20.514,126.1,19.72,0.536986,34,2895.833,0,2261.108,3333,19.6,276
7416,5/4/2020 11:00,9.12,44.62,1.062,128.3,19.72,0.536986,34,2855.503,0,2291.709,3234,19.6,415
7417,5/4/2020 11:30,13.82,30.63,-0.651,141.25,19.72,0.536986,37.52,2561.073,0,2321.584,3166,20.2,590
7418,5/4/2020 12:00,14.55,19.97,0.138,117.25,19.72,0.536986,37.52,2540.693,0,2337.994,3166,20.2,649
7419,5/4/2020 12:30,12.54,33.65,-3.298,93.8,19.72,0.536986,35.17,2498.243,0,2355.387,3127,20.6,577
7420,5/4/2020 13:00,12.46,30.84,-0.481,109.4,19.72,0.536986,35.17,2482.803,0,2385.467,3103,20.6,496
7421,5/4/2020 13:30,14.28,39.98,1.429,114,19.72,0.536986,29.31,2246.353,0,2417.533,2965,17.31,523
7422,5/4/2020 14:00,-8.17,59.74,4.901,107.4,19.72,0.536986,29.31,1809.739,-246,2465.267,2894,17.31,598
7423,5/4/2020 14:30,28.21,80.19,11.761,80.45,19.72,0.536986,32.36,1507.373,-750,2612.371,2718,14.66,633
7424,5/4/2020 15:00,25.46,49.07,9.673,63.35,19.72,0.536986,32.36,1050.273,0,2669.85,2601,14.66,653
7425,5/4/2020 15:30,20.3,66.21,11.432,64.9,19.72,0.536986,37.15,992.803,0,2723.527,2462,13.57,666
7426,5/4/2020 16:00,12.52,29.39,0,69.75,19.72,0.536986,37.15,862.103,0,2779.822,2426,13.57,610
7427,5/4/2020 16:30,12.99,38.04,1.033,78.05,19.72,0.536986,40.97,862.383,0,2831.354,2358,8.97,483
7428,5/4/2020 17:00,13.01,50.71,3.456,72.8,19.72,0.536986,40.97,790.903,0,2868.402,2295,8.97,321
7429,5/4/2020 17:30,8.74,40.54,7.578,93.3,19.72,0.536986,43,790.303,0,2904.375,2245,8.97,157
7430,5/4/2020 18:00,8.82,84.63,17.11,88,19.72,0.536986,43,790.633,0,2938.661,2198,8.97,163
7431,5/4/2020 18:30,8.74,50.7,17.376,96,19.72,0.536986,41.33,790.453,-345,2970.815,2167,8.97,189
7432,5/4/2020 19:00,9.9,68.34,19.456,48.95,19.72,0.536986,41.33,790.153,0,2987.159,2171,8.97,168
7433,5/4/2020 19:30,0,50.82,16.734,28.85,19.72,0.536986,40,789.903,0,3004.325,2160,8.97,264
7434,5/4/2020 20:00,0,23.28,0.519,12.55,19.72,0.536986,40,790.083,0,3015.79,2162,8.97,148
7435,5/4/2020 20:30,0,43.81,2.317,26.55,19.72,0.536986,40,794.903,0,3100.765,2693,8.87,105
7436,5/4/2020 21:00,1.16,12.87,-3.201,33.6,19.72,0.536986,40,795.153,0,3123.381,2756,8.87,108
7437,5/4/2020 21:30,0.49,-3.34,-7.366,17.7,19.72,0.536986,31.3,1030.223,0,3150.854,2778,8.87,55
7438,5/4/2020 22:00,3.52,0.71,-7.315,-7.05,19.72,0.536986,31.3,1030.723,0,3177.336,2912,8.87,18
7439,5/4/2020 22:30,8.92,25.26,-0.623,-56,19.72,0.536986,29.65,1068.163,0,3206.162,3119,14.72,177
7440,5/4/2020 23:00,9.13,7.03,-6.371,-97.75,19.72,0.536986,29.65,1310.833,0,3244.003,3357,14.72,179
7441,5/4/2020 23:30,9.41,-0.23,-13.358,-114.05,19.72,0.536986,28.37,1515.503,0,3284.337,3595,18,88
7442,5/5/2020 0:00,14.15,-3.9,-35.556,-118.95,19.46,0.550195,28.37,1714.423,0,3348.055,3834,18,203
7443,5/5/2020 0:30,15.53,9.34,-39.008,-122,19.46,0.550195,25.1,1758.14,0,3409.895,3981,17.17,-90
7444,5/5/2020 1:00,18.16,38.22,-6.188,-132.45,19.46,0.550195,25.1,1671.273,0,3451.548,4051,17.17,-372
7445,5/5/2020 1:30,17.69,70.19,14.023,-106.8,19.46,0.550195,24,1669.473,0,3488.279,3301,17.17,-305
7446,5/5/2020 2:00,18.53,39.6,21.937,-70,19.46,0.550195,24,1659.093,0,3496.224,3331,17.17,-371
7447,5/5/2020 2:30,12.31,41.55,36.808,-66.6,19.46,0.550195,20.83,2144.223,-337,3464.82,3361,18,-398
7448,5/5/2020 3:00,8.62,53.88,40.324,-68.5,19.46,0.550195,20.83,2142.853,0,3444.138,3371,18,-373
7449,5/5/2020 3:30,15.2,46.01,31.581,-75.6,19.46,0.550195,19.75,2141.073,0,3421.196,3393,18,-327
7450,5/5/2020 4:00,17.98,40.16,30.181,-66.45,19.46,0.550195,19.75,2139.293,0,3412.417,3448,18,-319
7451,5/5/2020 4:30,18.41,49.74,26.191,-93.4,19.46,0.550195,21.75,2138.163,0,3400.5,3492,17.17,-272
7452,5/5/2020 5:00,14.39,61.31,27.04,-110.65,19.46,0.550195,21.75,2094.813,-400,3374.239,3423,17.17,-399
7453,5/5/2020 5:30,14.65,49.17,17.523,-103.8,19.46,0.550195,18.77,2094.023,-388,3345.264,3357,16.16,-508
7454,5/5/2020 6:00,14.37,44.82,17.712,-119.85,19.46,0.550195,18.77,2089.313,-395,3316.21,3320,16.16,-596
7455,5/5/2020 6:30,12.03,48.1,20.905,-140.45,19.46,0.550195,25,2100.363,-395,3287.077,3278,15.66,-699
7456,5/5/2020 7:00,12.24,40.9,16.326,-135.65,19.46,0.550195,25,2157.073,-394,3231.952,3267,15.66,-699
7457,5/5/2020 7:30,19.96,46.53,17.642,-76.25,19.46,0.550195,32.24,2403.233,0,3065.02,3280,15.49,-699
7458,5/5/2020 8:00,27.98,46.36,13.658,-24.8,19.46,0.550195,32.24,2463.383,0,2994.62,3323,15.49,-699
7459,5/5/2020 8:30,68.02,24.95,9.323,62.8,19.46,0.550195,34.06,2836.463,0,2925.111,3456,22.64,-697
7460,5/5/2020 9:00,50.96,36.63,21.219,129.75,19.46,0.550195,34.06,2871.073,0,2874.824,3593,22.64,-697
7461,5/5/2020 9:30,58.04,50.25,27.685,168.95,19.46,0.550195,34.06,2894.413,0,2930.997,3630,26.85,-697
7462,5/5/2020 10:00,40.74,99.13,37.194,195.75,19.46,0.550195,34.06,2896.743,0,2852.887,3571,26.85,-697
7463,5/5/2020 10:30,30.28,70.64,33.823,207.85,19.46,0.550195,32.24,2650.153,0,2766.944,3470,26.85,-697
7464,5/5/2020 11:00,65.07,56.79,39.354,261.3,19.46,0.550195,32.24,2668.743,0,2656.099,3387,26.85,-697
7465,5/5/2020 11:30,60.02,83.29,47.966,263.4,19.46,0.550195,30,2670.233,0,2548.43,3302,26.85,-697
7466,5/5/2020 12:00,60.77,31.95,33.078,202.5,19.46,0.550195,30,2679.373,0,2430.757,3259,26.85,-697
7467,5/5/2020 12:30,45.34,69.44,19.928,132,19.46,0.550195,26.76,2902.753,0,2318.294,3274,27,-671
7468,5/5/2020 13:00,43.57,42.47,14.062,44.55,19.46,0.550195,26.76,2870.243,-400,2233.857,3330,27,-696
7469,5/5/2020 13:30,35.89,20.08,1.181,-71.05,19.46,0.550195,21.9,2699.403,-368,2158.015,3197,24.8,-697
7470,5/5/2020 14:00,27.5,44.27,-6.28,-189.4,19.46,0.550195,21.9,2609.083,0,2130.11,3050,24.8,-697
7471,5/5/2020 14:30,32.96,24.13,-11.488,-174.05,19.46,0.550195,18.11,2315.653,-880,2139.057,2867,23.53,-697
7472,5/5/2020 15:00,34.49,15.41,-17.211,-175.1,19.46,0.550195,18.11,2154.273,0,2127.533,2715,23.53,-641
7473,5/5/2020 15:30,24.85,14.98,-18.169,-214.05,19.46,0.550195,17.29,2094.213,-355,2121.293,2660,20.04,-569
7474,5/5/2020 16:00,17.49,10.09,-31.553,-216.75,19.46,0.550195,17.29,1977.153,-593,2125.253,2605,20.04,-644
7475,5/5/2020 16:30,39.39,14.59,-20.212,-226.45,19.46,0.550195,20.6,1847.153,-295,2130.493,2535,19.41,-661
7476,5/5/2020 17:00,23.08,17.37,-25.769,-308.8,19.46,0.550195,20.6,1847.153,-445,2114.449,2472,19.41,-596
7477,5/5/2020 17:30,15.18,21.98,-25.054,-397.8,19.46,0.550195,20.6,1847.153,-353,2098.836,2419,18.58,-656
7478,5/5/2020 18:00,14.59,15.11,-26.037,-448.2,19.46,0.550195,20.6,1843.363,-416,2097.831,2373,18.58,-702
7479,5/5/2020 18:30,17.6,15.19,-27.576,-414.3,19.46,0.550195,19.6,1854.163,-278,2096.466,2347,18.24,-703
7480,5/5/2020 19:00,23.9,18.87,-19.319,-370.85,19.46,0.550195,19.6,1854.463,-200,2092.428,2340,18.24,-703
7481,5/5/2020 19:30,30.63,16.64,-16.59,-338.8,19.46,0.550195,20.2,1713.413,-393,2088.272,2320,19,-703
7482,5/5/2020 20:00,24.48,14.77,-23.409,-312.1,19.46,0.550195,20.2,1720.313,0,2081.476,2329,19,-703
7483,5/5/2020 20:30,33.03,9.89,-24.222,-221.3,19.46,0.550195,20.6,1748.118,0,1903.803,2869,19.87,-703
7484,5/5/2020 21:00,48.48,9.12,-16.557,-170.4,19.46,0.550195,20.6,1749.453,0,1896.411,2931,19.87,-703
7485,5/5/2020 21:30,37.76,13.82,-18.134,-146.9,19.46,0.550195,17.31,1721.613,0,1890.283,2924,21.57,-702
7486,5/5/2020 22:00,36.26,14.55,-13.197,-242.3,19.46,0.550195,17.31,1880.668,0,1908.559,3039,21.57,-703
7487,5/5/2020 22:30,21.84,12.54,-20.668,-322.35,19.46,0.550195,14.66,2658.469,0,1931.513,3232,23.32,-703
7488,5/5/2020 23:00,19.24,12.46,-21.793,-295.75,19.46,0.550195,14.66,2789.083,0,1934.554,3457,23.32,-703
7489,5/5/2020 23:30,46.06,14.28,-8.159,-216.15,19.46,0.550195,13.57,2870.133,-400,1941.231,3691,31.49,-745
7490,5/6/2020 0:00,51.85,-8.17,-3.677,-161.55,19.38,0.574994,13.57,2859.883,-363,1967.455,3941,31.49,-754
7491,5/6/2020 0:30,39.57,28.21,19.843,-16.85,19.38,0.574994,8.97,2858.913,0,1995.492,4056,29,-850
7492,5/6/2020 1:00,32.16,25.46,20.845,40.9,19.38,0.574994,8.97,2825.753,-251,2053.795,4110,29,-850
7493,5/6/2020 1:30,24.21,20.3,11.223,180.45,19.38,0.574994,8.97,2791.403,-101,1998.344,3349,26.76,-851
7494,5/6/2020 2:00,22.53,12.52,9.783,285.7,19.38,0.574994,8.97,2684.703,-432,2055.661,3362,26.76,-851
7495,5/6/2020 2:30,20.78,12.99,12.114,375.85,19.38,0.574994,8.97,2740.173,-703,2086.145,3378,25,-849
7496,5/6/2020 3:00,18.24,13.01,11.165,473.25,19.38,0.574994,8.97,2755.513,-383,2146.859,3396,25,-850
7497,5/6/2020 3:30,13.43,8.74,0,557.25,19.38,0.574994,8.97,2734.133,-370,2206.656,3416,23.26,-850
7498,5/6/2020 4:00,14.21,8.82,0,602.95,19.38,0.574994,8.97,2741.673,0,2228.982,3472,23.26,-849
7499,5/6/2020 4:30,24.01,8.74,0,642.95,19.38,0.574994,8.87,2741.953,0,2250.446,3524,22.18,-874
7500,5/6/2020 5:00,18.16,9.9,0.65,687.65,19.38,0.574994,8.87,2722.253,-393,2226.55,3443,22.18,-875
7501,5/6/2020 5:30,18.12,0,-2.622,712.3,19.38,0.574994,8.87,2711.443,-810,2200.934,3373,21.53,-875
7502,5/6/2020 6:00,15.34,0,-1.862,690.05,19.38,0.574994,8.87,2710.243,-389,2193.715,3334,21.53,-875
7503,5/6/2020 6:30,12.72,0,1.672,705.1,19.38,0.574994,14.72,2720.293,-840,2186.331,3310,21.85,-875
7504,5/6/2020 7:00,12.99,1.16,-3.83,751.6,19.38,0.574994,14.72,2719.153,-836,2164.348,3303,21.85,-875
7505,5/6/2020 7:30,12.11,0.49,-21.017,885.7,19.38,0.574994,18,2746.683,-255,2141.88,3321,24,-875
7506,5/6/2020 8:00,20.83,3.52,-8.034,825.1,19.38,0.574994,18,2785.743,-342,2102.206,3377,24,-844
7507,5/6/2020 8:30,25.17,8.92,-1.515,696.6,19.38,0.574994,17.17,2847.903,-336,2017.807,3522,31,-842
7508,5/6/2020 9:00,36.49,9.13,-1.414,335.05,19.38,0.574994,17.17,2889.913,-354,1944.646,3655,31,-843
7509,5/6/2020 9:30,44.67,9.41,-18.895,289.2,19.38,0.574994,17.17,2900.883,149,1869.377,3680,36,-843
7510,5/6/2020 10:00,56.24,14.15,-14.102,289.4,19.38,0.574994,17.17,2905.093,15,1779.197,3627,36,-843
7511,5/6/2020 10:30,38.63,15.53,3.122,193.85,19.38,0.574994,18,2912.723,-63,1839.809,3553,36,-842
7512,5/6/2020 11:00,43.27,18.16,6.777,172.15,19.38,0.574994,18,2907.743,-99,1769.764,3441,36,-843
7513,5/6/2020 11:30,53.97,17.69,6.406,140.3,19.38,0.574994,18,2907.573,-143,1701.856,3357,33,-843
7514,5/6/2020 12:00,42.87,18.53,1.124,147.75,19.38,0.574994,18,2955.393,0,1653.566,3319,33,-843
7515,5/6/2020 12:30,69.59,12.31,-2.147,226.65,19.38,0.574994,17.17,3101.483,-157,1605.87,3328,32.78,-905
7516,5/6/2020 13:00,76.43,8.62,1.883,243.85,19.38,0.574994,17.17,3266.963,-775,1579.402,3319,32.78,-905
7517,5/6/2020 13:30,75.51,15.2,7.216,146.35,19.38,0.574994,16.16,3267.883,-465,1553.586,3184,27.56,-906
7518,5/6/2020 14:00,26.87,17.98,5.049,118.65,19.38,0.574994,16.16,3192.963,-380,1532.775,3017,27.56,-906
7519,5/6/2020 14:30,34.13,18.41,6.687,265.5,19.38,0.574994,15.66,3000.803,-850,1536.026,2838,24.68,-828
7520,5/6/2020 15:00,38.36,14.39,10.529,287.2,19.38,0.574994,15.66,2750.413,0,1519.576,2695,24.68,-733
7521,5/6/2020 15:30,29.25,14.65,13.273,245.7,19.38,0.574994,15.49,2737.383,-380,1505.123,2655,23.23,-667
7522,5/6/2020 16:00,13.52,14.37,5.595,252.75,19.38,0.574994,15.49,2541.113,0,1500.634,2630,23.23,-719
7523,5/6/2020 16:30,24.43,12.03,6.847,256,19.38,0.574994,22.64,2442.753,0,1497.816,2574,22,-787
7524,5/6/2020 17:00,21.31,12.24,6.133,262,19.38,0.574994,22.64,2332.693,0,1495.064,2507,22,-906
7525,5/6/2020 17:30,27.82,19.96,14.201,284.7,19.38,0.574994,26.85,2359.793,0,1491.775,2444,18.5,-906
7526,5/6/2020 18:00,16.81,27.98,23.096,331.75,19.38,0.574994,26.85,2189.093,0,1482.497,2410,18.5,-906
7527,5/6/2020 18:30,14.84,68.02,23.925,348.45,19.38,0.574994,26.85,2189.383,-500,1471.991,2361,17.91,-906
7528,5/6/2020 19:00,18.15,50.96,28.144,338.2,19.38,0.574994,26.85,2210.543,-448,1448.471,2364,17.91,-906
7529,5/6/2020 19:30,20.17,58.04,21.273,303.3,19.38,0.574994,26.85,2211.043,-816,1264.723,2348,18.49,-906
7530,5/6/2020 20:00,17.15,40.74,14.191,314.2,19.38,0.574994,26.85,2211.033,-423,1244.609,2343,18.49,-906
7531,5/6/2020 20:30,21.1,30.28,9.329,364.45,19.38,0.574994,27,2335.738,-413,1312.755,2913,19.37,-906
7532,5/6/2020 21:00,22.88,65.07,17.926,407.8,19.38,0.574994,27,2350.923,-398,1310.205,2931,19.37,-906
7533,5/6/2020 21:30,20.08,60.02,24.074,310.4,19.38,0.574994,24.8,2351.023,-455,1306.964,2969,21.54,-906
7534,5/6/2020 22:00,13.74,60.77,26.241,104.1,19.38,0.574994,24.8,2707.433,0,1308.462,3080,21.54,-906
7535,5/6/2020 22:30,12.19,45.34,14.719,-34.3,19.38,0.574994,23.53,3198.813,0,1311.8,3290,25,-906
7536,5/6/2020 23:00,13.99,43.57,14.247,-99.05,19.38,0.574994,23.53,3273.523,0,1282.49,3511,25,-869
7537,5/6/2020 23:30,16.15,35.89,10.413,-94.9,19.38,0.574994,20.04,3520.323,-465,1255.608,3744,34.9,-885
7538,5/7/2020 0:00,26.31,27.5,2.216,-119.6,19.91,0.552596,20.04,3571.253,-747,1217.056,3974,34.9,-886
7539,5/7/2020 0:30,47.94,32.96,18.845,-1.8,19.91,0.552596,19.41,3562.163,-414,1395.004,4121,32.26,-886
7540,5/7/2020 1:00,37.54,34.49,30.276,47.75,19.91,0.552596,19.41,3526.263,-822,1388.548,4192,32.26,-849
7541,5/7/2020 1:30,29.43,24.85,37.861,71.35,19.91,0.552596,18.58,3484.153,-623,1379.69,3377,29,-719
7542,5/7/2020 2:00,29.02,17.49,21.611,119.8,19.91,0.552596,18.58,3392.183,-421,1367.313,3389,29,-728
7543,5/7/2020 2:30,25.14,39.39,24.01,88.65,19.91,0.552596,18.24,3339.973,-318,1337.47,3416,25,-895
7544,5/7/2020 3:00,25.06,23.08,18.061,65.35,19.91,0.552596,18.24,3140.823,-275,1329.19,3442,25,-874
7545,5/7/2020 3:30,10.52,15.18,14.491,125.4,19.91,0.552596,19,3263.773,-266,1316.509,3464,25.95,-760
7546,5/7/2020 4:00,11.64,14.59,14.823,276.05,19.91,0.552596,19,3330.583,0,1304.26,3532,25.95,-744
7547,5/7/2020 4:30,16.05,17.6,18.806,362.1,19.91,0.552596,19.87,3328.943,0,1287.81,3589,24.5,-666
7548,5/7/2020 5:00,13.23,23.9,25.467,465.35,19.91,0.552596,19.87,3203.123,-44,1274.796,3540,24.5,-798
7549,5/7/2020 5:30,4.11,30.63,33.583,446.95,19.91,0.552596,21.57,3237.903,-15,1258.711,3455,23.23,-906
7550,5/7/2020 6:00,14.07,24.48,40.824,450.25,19.91,0.552596,21.57,3236.573,0,1222.295,3430,23.23,-907
